Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g002646,1000,3000,0.601,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g002647,640,4135,2.022,26.000,12.922,3.545,0.000,0,100.000,3,102.727,18.149,1,
g002648,981,145188,30.204,332.000,296.000,10.034,63.885,0,36.115,1,1.000,0.000,,
g002649,2002,32175,1.606,45.000,32.143,7.564,0.000,0,100.000,13,19.038,9.899,1,
g002650,160,812,6.384,19.000,10.150,3.200,0.000,0,100.000,3,154.493,61.705,1,
g002653,83,119,3.497,4.000,2.867,0.741,0.000,0,100.000,7,755762.311,624608.992,1,
g002654,160,2544,20.000,47.000,31.800,5.484,0.000,0,100.000,3,108.184,29.117,,
g002655,196,250,1.308,4.000,2.551,0.810,0.000,0,100.000,4,530.528,381.010,1,
g002656,284,430,1.070,4.000,3.028,0.721,0.000,0,100.000,7,461355.637,407668.482,1,
g002657,243,1215,4.132,10.000,10.000,0.000,0.000,0,100.000,3,127.603,41.931,1,
g002658,80,120,3.797,8.000,3.000,1.789,0.000,0,100.000,3,134.683,54.562,1,
g002659,156,197,1.629,4.000,2.526,0.755,0.000,0,100.000,7,520928.264,412099.508,1,
g002660,6739,5132020,22.604,1661.000,1523.081,33.589,0.000,0,100.000,2,49.497,23.084,1,
g002661,2294,210224,7.993,232.000,183.282,13.036,0.000,0,100.000,12,1.699,1.604,1,
g002662,100,2475,50.000,59.000,49.500,3.913,0.000,0,100.000,2,5.576,2.887,,
g002664,80,1580,50.000,50.000,39.500,4.618,0.000,0,100.000,1,1.000,0.000,,
g002665,1000,299640,59.988,643.000,599.280,15.435,0.000,0,100.000,12,22.394,6.397,1,
g002666,500,3555,2.850,25.000,14.220,4.397,0.000,0,100.000,1,1.000,0.000,1,
g002668,616,42880,22.638,615.000,139.221,168.771,0.000,0,100.000,12,1.720,1.567,1,
g002669,2000,19990,1.000,39.000,19.990,4.505,0.000,0,100.000,1,1.000,0.000,1,
g002670,1250,2342,0.300,8.000,3.747,3.831,0.000,0,100.000,6,1564.048,7529.438,1,
g002671,710,81081,32.214,709.000,228.397,206.565,0.000,0,100.000,12,9.007,3.469,1,
g002673,792,67320,21.492,190.000,170.000,5.377,42.406,0,57.594,1,1.000,0.000,1,
g002674,2694,4546,0.125,4.000,3.375,0.805,0.000,0,100.000,6,7904.962,27995.735,1,
g002675,311,613,1.272,8.000,3.942,0.800,0.000,0,100.000,6,10445.889,30550.230,1,
g002676,128,247,3.039,5.000,3.859,0.873,0.000,0,100.000,4,262.474,435.133,1,
g002677,1172,1627,0.237,4.000,2.776,0.764,0.000,0,100.000,6,191078.854,151866.403,1,
g002678,1000,449600,90.010,923.000,899.200,9.390,0.000,0,100.000,1,2.000,0.000,1,
g002679,100,364,7.354,14.000,7.280,2.902,0.000,0,100.000,5,10756.316,3671.398,1,
g002680,250,3045,9.783,39.000,24.360,4.309,50.411,0,49.589,3,49.947,28.486,1,
g002681,3150,1120633,22.595,794.000,711.513,23.530,44.488,0,55.512,16,38.047,28.737,1,
g002682,1359,2458,0.266,4.000,3.617,0.557,0.000,0,100.000,2,8.928,3.996,1,
g002683,120,2056,28.796,49.000,34.267,5.044,50.535,0,49.465,2,25.862,14.555,,
g002684,80,350,11.076,16.000,8.750,2.432,0.000,0,100.000,3,115.214,39.504,1,
g002685,1126,301164,47.549,1102.000,534.927,211.075,0.000,0,100.000,14,0.538,0.133,1,
g002686,783,2261,0.739,26.000,5.775,4.079,0.000,0,100.000,1,1.000,0.000,,
g002687,2834,4207,0.105,4.000,2.969,0.727,0.000,0,100.000,6,129328.642,103181.277,1,
g002689,100,4898,98.949,99.000,97.960,0.894,48.448,0,51.552,2,25.576,14.470,,
g002690,100,4901,99.010,99.000,98.020,1.010,50.622,0,49.378,1,1.000,0.000,,
g002691,125,375,4.839,6.000,6.000,0.000,49.867,0,50.133,1,1.000,0.000,1,
g002692,4760,3612840,31.897,1597.000,1518.000,23.040,0.000,0,100.000,1,5.000,0.000,1,
g002693,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,110.110,32.026,1,
g002694,256,1024,3.137,8.000,8.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002695,800,4672,1.462,123.000,11.680,11.572,0.000,0,100.000,1,1.000,0.000,1,
g002696,2261,115403,4.517,146.000,102.081,9.752,45.321,0,54.679,16,42.286,31.899,1,
g002697,1906,2083,0.115,4.000,2.186,0.683,0.000,0,100.000,5,335.145,428.504,1,
g002698,320,640,1.254,11.000,4.000,1.959,0.000,0,100.000,3,119.883,42.675,1,
g002699,67,75,3.392,4.000,2.239,0.830,0.000,0,100.000,7,721875.387,649285.893,1,
g002700,200,5930,29.799,84.000,59.300,6.072,50.236,0,49.764,2,25.675,14.484,1,
g002701,4552,3377842,32.611,1619.000,1484.113,31.684,27.472,0,72.528,1,1.000,0.000,1,
g002702,25,60,20.000,6.000,4.800,0.980,0.000,0,100.000,1,1.000,0.000,,
g002703,125,375,4.839,6.000,6.000,0.000,49.067,0,50.933,6,77608.496,58140.512,1,
g002704,160,320,2.516,8.000,4.000,1.725,0.000,0,100.000,3,111.534,33.379,1,
g002705,640,40896,20.000,159.000,127.800,10.146,0.000,0,100.000,3,107.420,27.965,1,
g002706,262,487,1.424,7.000,3.718,0.789,0.000,0,100.000,6,17048.577,37556.105,1,
g002707,1000,49696,9.949,131.000,99.392,9.494,49.420,0,50.580,3,50.313,28.821,1,
g002708,8013,14749,0.046,4.000,3.681,0.475,0.000,0,100.000,3,58.307,43.831,1,
g002709,559,50804,32.575,217.000,181.767,11.108,0.000,0,100.000,12,1.406,0.616,1,
g002710,905,5430,1.327,12.000,12.000,0.000,0.000,0,100.000,13,0.875,0.111,1,
g002711,6000,48077,0.267,32.000,16.026,4.017,0.000,0,100.000,1,2.341,1.250,1,
g002712,201,253,1.259,4.000,2.517,0.887,0.000,0,100.000,8,4831309.107,3627457.553,1,
g002713,276,401,1.057,4.000,2.906,0.784,0.000,0,100.000,7,450973.426,355847.218,1,
g002714,625,14637,7.506,82.000,46.838,14.205,0.000,0,100.000,16,12030.057,345109.169,1,
g002715,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,139.526,56.416,1,
g002716,150,11175,100.000,149.000,149.000,0.000,0.000,0,100.000,15,359.311,169.259,1,
g002717,450,5734,5.676,42.000,25.484,5.098,0.000,0,100.000,1,1.000,0.000,,
g002718,558,64845,41.727,477.000,232.419,85.448,0.000,0,100.000,1,3.000,0.000,,
g002719,2630,523536,15.144,728.000,398.126,251.507,0.000,0,100.000,14,0.400,0.122,1,
g002720,125,375,4.839,6.000,6.000,0.000,48.000,0,52.000,6,78388.021,59547.143,1,
g002721,80,1580,50.000,50.000,39.500,5.172,0.000,0,100.000,1,1.000,0.000,,
g002722,80,160,5.063,11.000,4.000,2.086,0.000,0,100.000,3,149.881,56.737,1,
g002724,573,75762,46.231,569.000,264.440,155.051,0.000,0,100.000,1,6.000,0.000,,
g002725,640,960,0.469,11.000,3.000,1.752,0.000,0,100.000,3,115.322,38.875,1,
g002726,188,280,1.593,4.000,2.979,0.812,0.000,0,100.000,7,505400.657,425180.098,1,
g002727,150,3316,29.673,63.000,44.213,6.007,50.543,0,49.457,2,25.503,14.536,1,
g002728,2000,11779,0.589,249.000,11.779,13.893,0.000,0,100.000,1,1.000,0.000,1,
g002729,200,1616,8.121,27.000,16.160,4.082,0.000,0,100.000,1,2.357,1.229,1,
g002730,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,120.765,43.734,1,
g002731,599,97637,54.515,326.000,326.000,0.000,0.000,0,100.000,13,14.503,3.710,1,
g002732,744,381,0.138,15.000,1.024,1.503,0.000,0,100.000,16,0.017,0.015,1,
g002733,1414,2813,0.282,13.000,3.979,0.825,0.000,0,100.000,6,8607.248,28034.163,1,
g002734,2604,5208,0.154,4.000,4.000,0.000,0.000,0,100.000,12,3.830,0.721,1,1
g002735,400,1426,1.787,16.000,7.130,2.536,0.000,0,100.000,4,5358.154,1851.652,1,
g002736,30,429,98.621,29.000,28.600,0.490,100.000,0,0.000,3,49.030,28.569,,
g002738,100,2475,50.000,61.000,49.500,4.355,0.000,0,100.000,1,1.000,0.000,,
g002739,864,18707,5.018,502.000,43.303,72.738,0.000,0,100.000,1,1.000,0.000,,
g002740,606,50193,27.381,605.000,165.653,172.903,0.000,0,100.000,1,7.000,0.000,,
g002741,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,120.748,43.814,1,
g002742,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,110.173,32.026,1,
g002743,200,15723,79.010,169.000,157.230,5.701,50.175,0,49.825,2,25.543,14.466,,
g002744,10000,79908,0.160,39.000,15.982,4.038,0.000,0,100.000,1,2.343,1.253,1,
g002745,5155,6540767,49.236,2676.000,2537.640,35.443,0.000,2,97.152,2,16.999,10.096,1,
g002746,402,690,0.856,4.000,3.433,0.632,0.000,0,100.000,2,8.826,3.983,1,
g002747,3776,807007,11.323,794.000,427.440,202.271,58.682,0,41.318,1,1.000,0.000,,
g002748,200,587,2.950,13.000,5.870,2.376,0.000,0,100.000,5,49103.099,28538.748,1,
g002749,21,29,13.810,4.000,2.762,0.921,0.000,0,100.000,7,1513507.138,1091996.176,,
g002751,6740,4364077,19.216,1421.000,1294.978,31.772,3.602,0,96.398,16,38.603,23.776,1,
g002752,662,14323,6.546,71.000,43.272,11.861,1.082,0,98.918,15,8.277,4.985,1,
g002753,230,313,1.189,4.000,2.722,0.781,0.000,0,100.000,3,127.236,95.149,1,
g002754,500,40005,32.068,195.000,160.020,10.415,0.000,0,100.000,16,0.014,0.014,1,
g002755,525,36750,26.718,165.000,140.000,7.479,6.982,0,93.018,16,19.420,13.403,1,
g002756,77,231,7.895,6.000,6.000,0.000,0.000,0,100.000,1,1.000,0.000,1,
g002757,640,960,0.469,10.000,3.000,1.699,0.000,0,100.000,3,114.893,38.244,1,
g002758,25,150,50.000,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002759,529,108721,77.849,445.000,411.043,9.443,0.000,0,100.000,14,0.625,0.161,1,
g002761,200,19900,100.000,199.000,199.000,0.000,26.402,47,26.322,6,636.820,6638.927,1,
g002762,1250,2343,0.300,8.000,3.749,3.834,0.000,0,100.000,5,1361.502,2608.144,1,
g002764,80,350,11.076,15.000,8.750,2.672,0.000,0,100.000,3,143.080,58.704,1,
g002765,632,87756,44.011,545.000,277.709,102.346,45.599,0,54.401,16,20.477,15.473,1,
g002767,1128,1905,0.300,4.000,3.378,0.646,0.000,0,100.000,2,8.788,3.989,1,
g002768,23,71,28.063,11.000,6.174,1.926,0.000,0,100.000,1,1.000,0.000,,
g002769,175,221,1.452,4.000,2.526,0.777,0.000,0,100.000,7,486643.068,335645.251,1,
g002770,1728,28512,1.911,33.000,33.000,0.000,0.000,0,100.000,1,1.086,0.280,1,
g002771,5473,8488623,56.689,3102.000,3102.000,0.000,0.000,0,100.000,13,6.949,2.636,1,
g002772,6973,2366106,9.734,793.000,678.648,24.518,0.000,0,100.000,12,5.410,181.179,1,
g002773,80,632,20.000,23.000,15.800,3.203,0.000,0,100.000,3,142.538,58.074,,
g002774,920,204204,48.305,841.000,443.922,174.032,0.000,0,100.000,12,1.793,2.117,1,
g002775,6569,6980,0.032,4.000,2.125,0.556,0.000,0,100.000,3,86.089,58.692,1,
g002776,2500,308705,9.883,295.000,246.964,14.980,49.783,0,50.217,3,50.247,28.736,1,
g002777,320,480,0.940,9.000,3.000,1.728,0.000,0,100.000,3,104.381,22.284,1,
g002778,6700,4288000,19.107,1349.000,1280.000,17.974,0.000,0,100.000,12,1.400,0.615,1,
g002779,945,104314,23.387,719.000,220.770,97.208,0.000,0,100.000,16,0.016,0.016,1,
g002780,4687,1968540,17.926,907.000,840.000,19.240,5.199,0,94.801,16,34.691,21.893,1,
g002781,921,1558,0.368,4.000,3.383,0.657,0.000,0,100.000,2,8.671,3.981,1,
g002782,4747,6039377,53.614,2683.000,2544.503,34.280,0.000,0,100.000,14,0.375,0.117,1,
g002783,34,153,27.273,9.000,9.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002784,160,320,2.516,16.000,4.000,2.156,0.000,0,100.000,3,109.741,30.060,1,
g002785,80,304,9.620,18.000,7.600,2.695,47.697,0,52.303,3,50.875,28.069,1,
g002786,912,78549,18.909,222.000,172.257,11.410,97.500,0,2.500,1,1.000,0.000,,
g002787,2000,5733,0.287,14.000,5.733,5.984,0.000,0,100.000,6,2247.514,5689.940,1,
g002788,100,495,10.000,17.000,9.900,3.081,0.000,0,100.000,2,5.715,2.834,,
g002789,512,2304,1.761,9.000,9.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002790,6605,6099813,27.968,1966.000,1847.029,36.486,13.501,1,85.149,2,27.982,19.369,1,
g002791,2500,5000,0.160,17.000,4.000,1.975,0.000,0,100.000,2,5.584,2.874,1,
g002792,5447,2380339,16.048,940.000,874.000,19.495,95.764,0,4.236,1,1.000,0.000,,
g002793,3106,2859106,59.292,1934.000,1841.021,27.666,87.600,0,12.400,1,1.000,0.000,,
g002795,2000,5764,0.288,14.000,5.764,6.009,0.000,0,100.000,6,1646.947,6307.572,1,
g002796,844,1691,0.475,8.000,4.007,0.660,0.000,0,100.000,6,16568.586,37153.871,1,
g002797,894,95223,23.855,264.000,213.027,11.498,0.000,0,100.000,12,22.118,7.531,1,
g002798,1643,463722,34.378,1227.000,564.482,212.152,0.000,0,100.000,12,1.352,0.504,1,
g002799,225,224,0.889,4.000,1.991,0.542,0.000,0,100.000,1,5.000,0.000,1,
g002800,79,112,3.635,4.000,2.835,0.754,0.000,0,100.000,7,770417.598,585926.216,1,
g002801,873,60237,15.826,138.000,138.000,0.000,3.138,1,95.299,2,29.610,18.327,1,
g002802,540,63818,43.852,514.000,236.363,99.181,0.000,0,100.000,16,0.014,0.014,1,
g002803,1575,570650,46.038,1574.000,724.635,435.916,0.952,0,99.048,16,16.496,6.898,1,
g002804,5181,8893,0.066,4.000,3.433,0.611,0.000,0,100.000,2,8.872,3.997,1,
g002805,465,955,0.885,5.000,4.108,0.565,0.000,0,100.000,6,17178.691,37689.886,1,
g002806,100,348,7.030,17.000,6.960,3.088,0.000,0,100.000,5,10753.793,3646.148,1,
g002807,100,200,4.040,4.000,4.000,0.000,50.000,0,50.000,6,79695.090,61060.965,1,1
g002808,250,1350,4.337,24.000,10.800,3.441,17.778,0,82.222,1,1.000,0.000,1,
g002809,604,170662,93.716,584.000,565.106,6.061,0.000,0,100.000,16,0.015,0.015,1,
g002811,139,202,2.106,4.000,2.906,0.889,0.000,0,100.000,4,298.574,240.809,1,
g002812,806,1612,0.497,4.000,4.000,0.000,23.945,0,76.055,1,1.000,0.000,1,1
g002813,80,120,3.797,10.000,3.000,1.817,0.000,0,100.000,3,119.500,41.002,1,
g002814,160,2544,20.000,46.000,31.800,5.173,0.000,0,100.000,3,114.910,37.665,1,
g002815,770,1383,0.467,4.000,3.592,0.570,0.000,0,100.000,2,8.939,3.993,1,
g002816,320,480,0.940,10.000,3.000,1.701,0.000,0,100.000,3,125.338,46.706,1,
g002817,1000,49402,9.890,131.000,98.804,9.766,49.605,0,50.395,3,50.392,28.740,1,
g002818,844,100849,28.349,286.000,238.979,12.974,0.000,0,100.000,1,3.000,0.000,1,
g002819,5470,7138350,47.724,2708.000,2610.000,28.276,0.000,0,100.000,16,0.011,0.011,1,
g002820,1921,671058,36.388,1920.000,698.655,559.688,7.388,0,92.612,16,29.908,23.043,1,
g002821,120,5633,78.894,104.000,93.883,4.515,49.636,0,50.364,2,25.503,14.323,,
g002822,100,2475,50.000,61.000,49.500,4.286,47.152,5,47.717,2,5.175,3.065,,
g002823,160,240,1.887,8.000,3.000,1.647,0.000,0,100.000,3,127.617,46.468,1,
g002824,3020,1620230,35.542,1073.000,1073.000,0.000,54.561,0,45.439,1,1.000,0.000,,
g002825,172,228,1.550,4.000,2.651,0.839,0.000,0,100.000,7,494946.965,388145.459,1,
g002826,4542,327231,3.173,172.000,144.091,6.363,10.327,0,89.673,1,1.000,0.000,1,
g002827,80,632,20.000,28.000,15.800,3.659,0.000,0,100.000,3,118.054,40.947,,
g002828,38307,71546,0.010,4.000,3.735,0.445,0.000,0,100.000,3,56.256,42.268,1,
g002829,499,861,0.693,4.000,3.451,0.639,0.000,0,100.000,2,8.893,3.989,1,
g002830,176,257,1.669,4.000,2.920,0.765,0.000,0,100.000,7,512988.117,358213.190,1,
g002831,640,1280,0.626,12.000,4.000,1.973,0.000,0,100.000,3,106.155,26.300,1,
g002832,187,255,1.466,4.000,2.727,0.844,0.000,0,100.000,7,525461.925,397564.155,1,
g002833,100,492,9.939,16.000,9.840,2.716,51.220,0,48.780,3,51.864,28.777,,
g002834,870,1740,0.460,4.000,4.000,0.000,0.000,0,100.000,12,12.249,5.365,1,1
g002835,1349,1972,0.217,4.000,2.924,0.728,0.000,0,100.000,6,184608.259,151243.058,1,
g002836,1189,353428,50.042,1141.000,594.496,267.207,21.161,3,75.783,2,10.702,7.563,,
g002837,52,74,5.581,4.000,2.846,0.744,0.000,0,100.000,7,1085191.284,726943.684,1,
g002838,3209,619337,12.032,426.000,386.000,11.392,0.000,0,100.000,12,7.998,1.732,1,
g002839,147,180,1.677,4.000,2.449,0.834,0.000,0,100.000,7,519518.794,456180.396,1,
g002840,6124,8273188,44.127,2928.000,2701.890,68.039,36.109,0,63.891,16,3.802,2.502,1,
g002841,400,1576,1.975,18.000,7.880,3.194,0.000,0,100.000,4,5321.935,1873.251,1,
g002842,100,4950,100.000,99.000,99.000,0.000,45.596,7,46.828,6,1246.322,9389.228,1,
g002843,775,99975,33.333,258.000,258.000,0.000,0.000,0,100.000,12,15.562,3.925,1,
g002844,4096,24576,0.293,12.000,12.000,0.000,0.000,0,100.000,3,104.991,3.159,,
g002845,2050,3676,0.175,4.000,3.586,0.581,0.000,0,100.000,2,8.756,3.990,1,
g002846,596,1148,0.647,5.000,3.852,0.662,0.000,0,100.000,6,14817.340,35497.746,1,
g002847,500,1000,0.802,11.000,4.000,1.824,0.000,0,100.000,2,5.458,2.868,1,
g002848,300,44850,100.000,299.000,299.000,0.000,15.672,69,15.280,6,455.946,5880.624,1,
g002849,80,1580,50.000,52.000,39.500,4.416,0.000,0,100.000,1,1.000,0.000,,
g002850,2356,4547,0.164,12.000,3.860,0.834,0.000,0,100.000,6,6381.766,24431.957,1,
g002851,100,125,2.525,7.000,2.500,1.432,0.000,0,100.000,2,5.464,2.694,1,
g002852,1000,49458,9.902,130.000,98.916,9.419,49.509,0,50.491,3,50.044,28.684,1,
g002854,150,8842,79.123,131.000,117.893,4.818,50.170,0,49.830,2,25.359,14.473,,
g002855,1911,369461,20.244,449.000,386.668,17.541,0.000,0,100.000,16,0.019,0.018,1,
g002856,1360,2607,0.282,12.000,3.834,0.825,0.000,0,100.000,7,90145.551,286326.202,1,
g002857,60,701,39.605,33.000,23.367,3.651,47.646,0,52.354,2,25.709,14.036,,
g002858,160,240,1.887,8.000,3.000,1.533,0.000,0,100.000,3,109.262,29.281,1,
g002859,3983,1975568,24.912,992.000,992.000,0.000,0.000,0,100.000,12,1.758,1.774,1,
g002861,640,40896,20.000,163.000,127.800,9.903,0.000,0,100.000,3,107.241,27.651,1,
g002862,314,650,1.323,5.000,4.140,0.628,0.000,0,100.000,6,20929.691,40637.134,1,
g002863,1271,2542,0.315,4.000,4.000,0.000,0.000,0,100.000,2,10.000,0.000,,1
g002865,100,1016,20.525,31.000,20.320,4.240,50.787,0,49.213,2,25.374,14.577,,
g002866,26,130,40.000,10.000,10.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002867,139,207,2.158,4.000,2.978,0.724,0.000,0,100.000,7,608348.928,525101.028,1,
g002868,60,885,50.000,38.000,29.500,3.543,0.000,0,100.000,1,1.000,0.000,,
g002869,29,203,50.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002870,1000,25000,5.005,71.000,50.000,6.785,0.000,0,100.000,2,5.484,2.869,1,
g002871,1000,49028,9.815,130.000,98.056,9.290,49.755,0,50.245,3,50.281,28.632,1,
g002872,191,2360,13.006,95.000,24.712,16.603,0.000,0,100.000,1,1.000,0.000,,
g002873,640,1280,0.626,14.000,4.000,1.977,0.000,0,100.000,3,116.843,39.410,1,
g002874,160,320,2.516,12.000,4.000,2.003,0.000,0,100.000,3,113.147,34.857,1,
g002875,883,173786,44.629,401.000,393.626,2.048,4.436,2,93.361,2,20.129,12.776,,
g002876,160,240,1.887,10.000,3.000,1.673,0.000,0,100.000,3,131.262,51.659,1,
g002877,34046,54841,0.009,4.000,3.222,0.671,0.000,0,100.000,2,8.792,3.994,1,
g002878,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g002879,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,149.462,61.241,,
g002880,2000,19990,1.000,35.000,19.990,4.415,50.260,0,49.740,1,1.000,0.000,1,
g002881,797,10192,3.213,211.000,25.576,20.868,0.000,0,100.000,12,96.379,22.625,1,
g002882,1000,25000,5.005,67.000,50.000,4.713,0.000,0,100.000,1,3.000,0.000,1,
g002883,100,339,6.848,15.000,6.780,3.100,0.000,0,100.000,5,10551.820,3738.424,1,
g002884,193,271,1.463,4.000,2.808,0.820,0.000,0,100.000,7,534547.867,390028.396,1,
g002885,3172,2385344,47.430,1580.000,1504.000,21.751,0.000,0,100.000,12,11.889,1.190,1,
g002886,160,320,2.516,9.000,4.000,1.796,0.000,0,100.000,3,111.703,35.235,1,
g002887,320,1845,3.615,26.000,11.531,3.308,0.000,0,100.000,3,121.282,43.352,1,
g002888,87,116,3.101,4.000,2.667,0.798,0.000,0,100.000,7,787744.802,483135.620,1,
g002889,320,1845,3.615,21.000,11.531,3.228,0.000,0,100.000,3,110.902,32.446,1,
g002890,1518,3060,0.266,8.000,4.032,0.761,0.000,0,100.000,6,12296.093,32820.542,1,
g002891,3587,154531,2.403,1123.000,86.162,87.156,26.277,0,73.723,16,21.126,15.577,1,
g002892,25,75,25.000,6.000,6.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002893,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g002894,80,160,5.063,10.000,4.000,1.710,0.000,0,100.000,3,155.681,58.512,1,
g002895,2778,4083,0.106,4.000,2.940,0.752,0.000,0,100.000,6,128980.173,106695.315,1,
g002896,250,1470,4.723,21.000,11.760,3.521,0.000,0,100.000,12,18.274,6.885,1,
g002897,200,691,3.472,13.000,6.910,2.427,0.000,0,100.000,5,7378.986,2676.982,1,
g002898,2041,1795003,86.223,1817.000,1758.945,15.945,0.000,0,100.000,2,13.997,3.161,1,
g002899,80,1580,50.000,50.000,39.500,4.500,0.000,0,100.000,1,1.000,0.000,,
g002900,1196,2084,0.292,4.000,3.485,0.623,0.000,0,100.000,2,8.866,3.993,1,
g002901,3804,307070,4.245,289.000,161.446,70.442,0.000,0,100.000,12,40.942,12.822,1,
g002902,125,375,4.839,6.000,6.000,0.000,49.867,0,50.133,1,1.000,0.000,1,
g002903,28,168,44.444,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002904,320,1845,3.615,25.000,11.531,3.465,0.000,0,100.000,3,109.622,31.599,1,
g002905,80,120,3.797,8.000,3.000,1.549,0.000,0,100.000,3,127.767,54.230,1,
g002906,100,284,5.737,17.000,5.680,2.611,0.000,0,100.000,5,51456.430,27199.266,1,
g002907,3716,6750,0.098,4.000,3.633,0.512,0.000,0,100.000,3,57.901,43.148,1,
g002908,250,3036,9.754,42.000,24.288,4.974,50.791,0,49.209,2,25.526,14.500,1,
g002910,6330,9129861,45.578,5535.000,2884.632,1073.063,0.000,0,100.000,16,0.021,0.021,1,
g002911,2000,19990,1.000,37.000,19.990,4.544,50.105,0,49.895,1,1.000,0.000,1,
g002912,1645,3186,0.236,13.000,3.874,0.735,0.000,0,100.000,6,5810.681,23382.142,1,
g002913,2562,3655,0.111,4.000,2.853,0.799,0.000,0,100.000,6,9425.103,11347.080,1,
g002914,6019,8737506,48.244,3037.000,2903.308,38.268,42.070,0,57.930,16,44.304,33.469,1,
g002915,100,2414,48.768,62.000,48.280,4.852,49.793,0,50.207,2,25.577,14.363,,
g002916,4121,1722328,20.288,2247.000,835.879,382.696,29.650,0,70.350,1,1.000,0.000,1,
g002918,29,203,50.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002919,75,94,3.387,9.000,2.507,1.569,0.000,0,100.000,2,5.532,3.016,1,
g002920,798,137851,43.349,701.000,345.491,154.763,7.714,0,92.286,15,39.029,25.461,1,
g002921,320,1845,3.615,22.000,11.531,3.370,0.000,0,100.000,3,104.674,23.357,1,
g002922,1000,25000,5.005,73.000,50.000,6.826,0.000,0,100.000,2,5.486,2.868,1,
g002923,25,75,25.000,6.000,6.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002924,986,175508,36.142,405.000,356.000,11.695,0.000,0,100.000,12,19.711,6.118,1,
g002925,320,10208,20.000,83.000,63.800,7.035,0.000,0,100.000,3,149.652,61.225,1,
g002926,640,40896,20.000,164.000,127.800,10.070,0.000,0,100.000,3,102.253,17.254,1,
g002927,232,256,0.955,4.000,2.207,0.788,0.000,0,100.000,5,568.105,1252.689,1,
g002928,4036,5538290,68.016,3173.000,2744.445,158.250,0.000,0,100.000,16,0.013,0.013,1,
g002929,60,885,50.000,36.000,29.500,3.766,0.000,0,100.000,1,1.000,0.000,,
g002930,1000,250000,50.050,969.000,500.000,224.588,0.000,0,100.000,1,5.000,0.000,,
g002931,783,1566,0.512,4.000,4.000,0.000,53.001,0,46.999,1,1.000,0.000,1,1
g002932,888,164434,41.753,410.000,370.347,9.752,19.697,0,80.303,16,19.841,14.091,1,
g002933,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,129.518,50.516,1,
g002934,160,2544,20.000,44.000,31.800,4.769,0.000,0,100.000,3,151.759,61.906,,
g002935,300,44850,100.000,299.000,299.000,0.000,15.639,68,15.538,6,443.490,5850.835,1,
g002936,5369,5143502,35.693,2005.000,1916.000,23.969,0.000,0,100.000,12,9.341,1.073,1,
g002937,606,84413,46.048,602.000,278.591,164.320,0.000,0,100.000,1,9.000,0.000,,
g002938,1000,279801,56.016,633.000,559.602,26.249,47.461,0,52.539,16,45.396,34.269,1,
g002939,160,812,6.384,19.000,10.150,2.818,0.000,0,100.000,3,114.424,37.774,1,
g002941,100,4455,90.000,95.000,89.100,3.145,47.542,4,48.036,2,5.234,2.991,,
g002943,231,319,1.201,4.000,2.762,0.778,0.000,0,100.000,7,416122.586,333175.269,1,
g002944,1720,420375,28.436,1719.000,488.808,494.134,8.557,0,91.443,16,30.730,24.087,1,
g002945,80,350,11.076,17.000,8.750,2.750,0.000,0,100.000,3,141.189,56.716,1,
g002946,640,40896,20.000,165.000,127.800,9.946,0.000,0,100.000,3,115.235,38.453,1,
g002947,1000,235563,47.160,977.000,471.126,190.111,0.000,0,100.000,12,1.705,1.617,1,
g002948,33901,62816,0.011,4.000,3.706,0.496,0.000,0,100.000,2,8.929,3.999,1,
g002949,331,560,1.025,4.000,3.384,0.674,0.000,0,100.000,2,8.700,3.973,1,
g002950,946,114466,25.608,278.000,242.000,10.195,12.223,0,87.777,1,1.000,0.000,1,
g002951,80,3128,98.987,79.000,78.200,0.954,49.936,0,50.064,1,1.000,0.000,,
g002952,640,1280,0.626,14.000,4.000,2.032,0.000,0,100.000,3,109.232,30.953,1,
g002953,177,254,1.631,4.000,2.870,0.744,0.000,0,100.000,7,586261.272,403073.626,1,
