graphname clust_min clust_max clust_mean clust_stdev clust_const deg_min deg_max deg_mean deg_stdev deg_const percent_pos weight_min weight_max weight_mean weight_stdev weight_const chromatic disconnected assortativity avg_neighbor_deg_min avg_neighbor_deg_max avg_neighbor_deg_mean avg_neighbor_deg_stdev avg_neighbor_deg_const avg_deg_conn_min avg_deg_conn_max avg_deg_conn_mean avg_deg_conn_stdev avg_deg_conn_const core_min core_max core_mean core_stdev core_const mis clust_log_kurtosis deg_log_kurtosis weight_log_kurtosis avg_neighbor_deg_log_kurtosis avg_deg_conn_log_kurtosis core_log_kurtosis clust_log_abs_skew deg_log_abs_skew weight_log_abs_skew avg_neighbor_deg_log_abs_skew avg_deg_conn_log_abs_skew core_log_abs_skew clust_skew_positive deg_skew_positive weight_skew_positive avg_neighbor_deg_skew_positive avg_deg_conn_skew_positive core_skew_positive log_n log_m log_norm_ev1 log_norm_ev2 log_ev_ratio density_%_*_1000 permutation_1 permutation_2 permutation_3
g003004 0 0,194444 0,102093 0,0484845 0 0,0120482 0,0843373 0,0453012 0,0134269 0 1 1 1 1 0 1 28 0 0,0185346 0,0321285 0,060241 0,049207 0,00464179 0 0,0431058 0,0575636 0,0496577 0,00301829 0 0,0120482 0,0281124 0,0274859 0,00213896 0 252 1,24425 1,39932 0 1,34684 1,72087 3,12529 0,140706 0,297989 0 0,139476 0,564131 1,62927 0 1 1 0 1 0 5,52146 7,25134 5,03713 2,11013 2927 4530 656 2063 588
g003005 0 0 0 0 1 0,00628931 0,0566038 0,0188679 0,00994427 0 1 0,284314 1 0,502192 0,205796 0 25 0 0,00048216 0,0125786 0,0566038 0,0245615 0,00682063 0 0,0228067 0,0286513 0,0250263 0,00193783 0 0,00628931 0,0125786 0,0113994 0,00245479 0 0,49375 0 1,49784 1,24632 1,97321 1,14616 1,51822 0 0,596563 0,534978 0,809681 0,49848 0,956004 1 1 1 1 1 0 5,07517 5,48064 8,34568 6,33471 2,01097 1887 164 641 270
g003007 0,134324 0,568221 0,34526 0,156574 0 0,0320965 0,200774 0,107808 0,0468138 0 1 0,192704 1 0,545325 0,168807 0 0,0471097 0 0,703939 0,0653067 0,173197 0,113771 0,0339177 0 0,0699166 0,173197 0,114321 0,0377976 0 0,0320965 0,137719 0,0900137 0,0335208 0 0,016386 0,893104 1,19324 1,22359 1,07653 0,962664 1,0516 0,110745 0,304617 0,293085 0,23123 0,260418 0,194237 1 1 1 1 1 0 8388 13,8552 7,60641 3,39163 4,21478 10781 1033 1548 1345
g003008 0,477097 0,489262 0,483646 0,00350053 0 0,434783 0,541806 0,483724 0,0213713 0 1 1 1 1 0 1 0,15 0 -0,00770419 0,480874 0,488603 0,484675 0,00125724 0 0,482521 0,486131 0,484663 0,000650682 0 0,434783 0,434783 0,434783 0 1 0,03 1,08381 1,29077 0 1,40474 1,84838 0 0,217721 0,119033 0 0,00753591 0,478196 0 0 0 1 1 0 1 5,70378 9,98484 3,48649 -1,47424 4,96073 48372 2047 89 954
g003009 0 0,333333 0,0492063 0,102156 0 0,00116959 0,00818713 0,00442969 0,000972081 0 1 0,00001 1 0,118493 0,323117 0 0,0046729 0 0,137292 0,00233918 0,00608187 0,00462514 0,000560473 0 0,00439061 0,00584795 0,00496334 0,000433051 0 0,00116959 0,00350877 0,00287752 0,000609745 0 0,40771 1,9212 1,62466 2,02513 1,53608 1,38435 0,945867 1,11449 0,321875 1,21241 0,0433258 0,615479 0,084726 1 0 1 1 1 0 6,75227 7,3908 14221 12,0762 2,14483 443 965 1171 1216
g003011 0 0 0 0 1 0,000104811 0,000209622 0,000195726 0,0000233 0 1 0,01 1 0,290657 0,211345 0 0,000262013 0 0,336484 0,000139748 0,000209622 0,000197567 0,000014529 0 0,000170803 0,000202246 0,000185876 0,0000128692 0 0,000104811 0,000104811 0,000104811 0 1 0,381649 0 1,21746 1,43638 1,40915 0,916291 0 0 0,747755 0,618841 0,694025 0,13975 0 1 0 1 0 1 1 9,85655 10,4811 9,76474 5,4231 4,34164 20 689 1691 2603
g003012 0 0,333333 0,0793651 0,141973 0 0,00184502 0,00738007 0,00494044 0,00142211 0 1 0,00126064 1 0,256278 0,183902 0 0,00736648 0 0,146913 0,00246002 0,00738007 0,00531165 0,000878777 0 0,00511573 0,00589483 0,00539898 0,000295285 0 0,00184502 0,00369004 0,00341481 0,000657301 0 0,456722 1,25633 1,41056 1,59151 1,52089 1,16568 1,77139 0,801929 0,489232 0,677304 0,54645 0,662481 1,0884 1 0 1 0 1 0 6,29711 6,58893 16,4531 13,7577 2,69548 494 412 43 1338
g003013 0 0 0 0 1 0,00389105 0,0155642 0,0107683 0,0032864 0 1 0,0135135 1 0,0540541 0,0799246 0 0,0155039 0 0,168263 0,00518807 0,0155642 0,0116179 0,00219776 0 0,0107857 0,0123649 0,0115014 0,000631137 0 0,00389105 0,0077821 0,00705818 0,00151418 0 0,445736 0 1,31599 4,16034 1,40837 0,870941 1,52683 0 0,382153 2,00094 0,48662 0,185097 0,960713 1 0 1 0 1 0 5,55296 5,87774 9,79373 8,53092 1,26281 1077 1260 1008 2298
g003014 0 0 0 0 1 0,00600601 0,00600601 0,00600601 0 1 0,5 -1 1 0 1 0 2 0 0 0,00600601 0,00600601 0,00600601 0 1 0,00600601 0,00600601 0,00600601 0 1 0,00600601 0,00600601 0,00600601 0 1 0,5 0 0 0,693147 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 6,90776 8,00637 3,27395 0,450435 2,82352 601 554 1743 1554
g003016 0,421829 0,428183 0,425677 0,00173707 0 0,380818 0,468265 0,425952 0,0142447 0 0,720129 -1 1 0,440257 0,897872 0 0,114085 0 -0,00392264 0,424446 0,428079 0,42643 0,000615174 0 0,425641 0,427937 0,426438 0,000329991 0 0,380818 0,389281 0,389229 0,000547663 0 0,0169014 1,21094 1,41452 1,08577 1,33973 2,32396 4,9583 0,385875 0,0105024 0,683435 0,165901 0,882271 2,52225 0 1 0 0 1 0 6,56526 11,5825 3,12475 -1,57835 4,7031 42595 2228 2219 193
g003017 0,2 1 0,621626 0,210863 0 0,010101 0,141414 0,0692929 0,0305051 0 1 0,085938 1 0,6706 0,234477 0 0,08 1 0,604745 0,010101 0,116621 0,073757 0,0241455 0 0,010101 0,109734 0,0743893 0,0271925 0 0,010101 0,0707071 0,0474747 0,0178133 0 0,24 1,34247 1,23372 1,19547 1,43471 1393 1,12901 0,105889 0,0745991 0,445771 0,342069 0,521955 0,151006 1 1 0 0 0 0 4,60517 5,83773 12,2524 10,0536 2,19881 6929 1026 2070 1040
g003019 0,677013 0,68069 0,67877 0,00112625 0 0,621918 0,735616 0,678954 0,0172007 0 1 0,00408705 1 0,00677311 0,00588665 0 0,186047 0 -0,00120632 0,677945 0,680501 0,67939 0,000430555 0 0,678587 0,680218 0,679376 0,000270875 0 0,621918 0,635616 0,63557 0,000612506 0 0,00820793 1,08625 1,37649 8,52984 1,35303 1,76404 5,89941 0,118321 0,0717548 3,7209 0,12892 0,0996735 2,93777 1 1 1 0 1 0 6,59441 12,1071 4,45891 -0,00805292 4,46696 67895 887 704 2474
g003021 0,862535 0,862791 0,862661 0,0000822547 0 0,842277 0,88319 0,862661 0,00589264 0 1 0,264706 1 0,632324 0,2205 0 0,2377 0 0,999958 0,862536 0,862881 0,862701 0,0000411029 0 0,862599 0,862751 0,8627 0,0000193055 0 0,842277 0,843759 0,843758 0,0000306114 0 0,00148192 0,993486 1,37898 1,02856 1,44806 2,51969 7,51887 0,221137 0,0439521 0,000342636 0,0727456 1,02349 3,74664 1 1 1 1 0 0 8,12385 15,4065 7,80576 -0,277271 8,08303 86266 1500 872 2246
g003022 0 0,333333 0,0296296 0,0800377 0 0,00628931 0,0691824 0,0251572 0,0119745 0 1 0,302013 1 0,434312 0,160681 0 25 0 -0,0961451 0,0167715 0,0691824 0,0315242 0,00746735 0 0,0271226 0,0398323 0,0309777 0,00348133 0 0,00628931 0,0188679 0,0163129 0,00353664 0 0,43125 2,53364 1,7262 1,33052 1,91676 1,64638 1,38714 1,40327 0,743353 0,733458 0,676301 0,796048 0,695975 1 1 1 1 1 0 5,07517 5,76832 8,13694 5,83388 2,30306 2516 490 1447 303
g003023 0 0 0 0 1 0,00156495 0,0156495 0,00469484 0,00268361 0 1 0,273026 1 0,357374 0,0999152 0 0,00625 0 -0,0767479 0,00234742 0,0156495 0,00645783 0,00205347 0 0,00577291 0,00739437 0,00628563 0,000525113 0 0,00156495 0,00312989 0,00280223 0,000636718 0 0,517188 0 1,75791 2,54118 1,89599 1,24917 1,39648 0 0,788068 1,39261 0,797812 0,576199 0,887321 1 1 1 1 1 0 6,46147 6,86693 8,74348 6,1739 2,56958 469 1474 1308 869
g003024 0,422222 1 0,686684 0,220881 0 0 0,0451128 0,0189975 0,0074973 0 1 0,00512564 1 0,66229 0,231426 0 0,0225 1 0,686454 0,00877193 0,0365915 0,0200276 0,00588112 0 0,0106516 0,0358249 0,0234559 0,00852302 0 0 0,0200501 0,0127381 0,00365407 0 235 0,929152 1,45011 1,18867 1,3734 0,971191 1,39878 0,357254 0,391289 0,394061 0,422708 0,108633 0,0906794 1 1 0 1 1 0 5,99146 7,32383 12,2921 9,54656 2,74559 1900 937 309 20
g003025 0 0 0 0 1 0,00759013 0,00759013 0,00759013 0 1 1 0,0379847 1 0,380745 0,175713 0 0,00378788 0 0 0,00759013 0,00759013 0,00759013 0 1 0,00759013 0,00759013 0,00759013 0 1 0,00759013 0,00759013 0,00759013 0 1 0,5 0 0 1,41849 0 0 0 0 0 0,473304 0 0 0 1 1 1 1 1 1 6,2691 6,96224 2,50616 -0,53078 3,03694 759 2139 708 392
g003026 0 0 0 0 1 0,00109051 0,00436205 0,00400092 0,000597221 0 1 0,384615 1 0,690846 0,307689 0 0,0043573 0 0,46389 0,00163577 0,00436205 0,00404705 0,000419078 0 0,00218103 0,00420998 0,00328021 0,000773379 0 0,00109051 0,00218103 0,00217509 0,0000802617 0 0,424837 0 1,68233 0,693192 2,02515 0,949427 5,20733 0 0,897428 0,00945644 1,00021 0,215705 2,66993 1 0 1 0 0 0 6,8222 7,42893 6,27838 2,90298 3,3754 400 476 1077 1795
g003027 0 0,166667 0,0259259 0,0503758 0 0,00249377 0,0274314 0,0096773 0,00238685 0 1 0,00001 1 0,116709 0,321007 0 0,00995025 0 0,16524 0,00498753 0,0157938 0,0101475 0,00157183 0 0,00897756 0,0117782 0,0106197 0,00100449 0 0,00249377 0,0074813 0,0065694 0,00127599 0 0,412935 1,65219 3109 2,04168 1,8657 0,960735 1,25736 0,969018 1,1677 1,2203 0,793123 0,281746 0,636177 1 1 1 1 0 0 5,99645 6,65929 14024 12,3152 1,70882 968 1456 2473 1843
g003028 0 0,166667 0,0174603 0,0430039 0 0,0126582 0,0886076 0,0379747 0,0200144 0 1 0,285714 1 0,490006 0,193894 0 0,0375 0 -0,0939061 0,0189873 0,0886076 0,0497996 0,0133867 0 0,0449066 0,053554 0,0484118 0,00332306 0 0,0126582 0,0253165 0,0226266 0,00517819 0 0,5125 2,37166 1,35377 1,21109 1,57728 0,936679 1,38021 1,32892 0,55387 0,507254 0,455959 0,386923 0,877801 1 1 1 1 1 0 4,38203 4,78749 7,87697 5,93409 1,94288 3797 2493 245 45
g003029 0,369318 1 0,45441 0,149577 0 0,030303 0,0909091 0,0779221 0,0168946 0 0,878011 -0,458535 1 0,437293 0,326109 0 0,0467033 0 0,409091 0,0606061 0,0853994 0,0800866 0,00691144 0 0,0606061 0,0853994 0,0730028 0,0101219 0 0,030303 0,0743802 0,0669331 0,0103761 0 0,0796703 2,38968 1,30615 1,23528 1,30615 0,916291 1,8708 1,28398 0,617409 0,42311 0,617409 4,4742E-13 0,904265 1 0 0 0 0 0 5,89715 8,54636 5,82374 2,51052 3,31323 7792 1105 1090 2075
g003030 0 0 0 0 1 0,0357143 0,0714286 0,0526316 0,0107981 0 1 0,0125 1 0,376786 0,282424 0 0,0526316 0 -0,0144928 0,0446429 0,0714286 0,054929 0,00662736 0 0,0542328 0,0565476 0,0554453 0,000948228 0 0,0357143 0,0357143 0,0357143 0 1 0,421053 0 1,31327 1,31596 1,27609 0,916291 0 0 0,0234605 0,54432 0,370849 0,159395 0 1 1 1 1 0 1 4,04305 4,43082 6,76261 5,25119 1,51143 5263 242 2323 1083
g003033 0 0,333333 0,0396825 0,101637 0 1 4 0,00283516 0,000781787 0 1 0,0013608 1 0,216589 0,17019 0 0,003996 0 0,182818 0,00133333 4 0,00302281 0,000488724 0 0,0029209 0,0033179 0,00303892 0,000162769 0 1 2 0,00188811 0,000315229 0 0,442557 2,05057 1,45955 1,57964 1,5664 1,1861 2,08735 1,20561 0,497072 0,698855 0,510162 0,734982 1,24197 1 0 1 0 1 0 6,90875 7,25771 18,7898 15,9653 2,82448 284 357 918 782
g003034 0,733276 0,736097 0,734584 0,000857612 0 0,683976 0,787834 0,734828 0,016417 0 0,590111 -1 1 0,180222 0,983626 0 0,211852 0 -0,00262058 0,734026 0,736406 0,735196 0,00037164 0 0,734725 0,735568 0,735194 0,000166385 0 0,683976 0,691395 0,691348 0,000548781 0 0,00888889 1,04843 1,37473 0,75813 1,4344 1,48849 5,10915 0,151039 0,0727905 0,312212 0,0384994 0,260347 2,61433 1 0 0 0 0 0 6,51471 12,0267 2,22637 -1,75707 3,98344 73483 327 862 1857
g003035 0,274295 0,510571 0,323973 0,071768 0 0,00147167 0,00588668 0,00520745 0,000882131 0 1 0,0633825 1 0,562294 0,13896 0 0,00301003 0 0,621212 0,00294334 0,005686 0,00526405 0,000553536 0 0,00294334 0,005686 0,00431467 0,00102213 0 0,00147167 0,00508395 0,0046335 0,000613403 0 0,0395318 1,74191 1,42014 1,28882 1,54929 0,970779 1,76066 0,951848 0,674213 0,0742149 0,730919 8,57092E-14 0,852782 1 0 0 0 0 0 9,61247 13,2741 4,88669 -0,230687 5,11738 521 1374 2293 130
g003037 0,397176 0,521374 0,429521 0,0418164 0 0,186825 0,730022 0,331318 0,127136 0 0,622509 -1 1 0,245018 0,969519 0 0,0765912 0 -0,0806146 0,350152 0,464897 0,384118 0,0251823 0 0,350152 0,44739 0,376353 0,0156818 0 0,186825 0,209503 0,209426 0,000997746 0 0,0312837 1,48187 1,61897 0,813359 1,42486 1,89289 5,81163 0,910199 0,881829 0,409086 0,8085 0,874322 2,89326 1 1 0 1 1 0 6,83195 11865 2,75984 -1,31287 4,07271 33132 2567 2422 1021
g003038 0 0 0 0 1 0,000250094 0,000500188 0,000460725 0,0000587508 0 1 0,010101 1 0,294779 0,22168 0 0,000625156 0 0,327211 0,000333458 0,000500188 0,000465772 0,0000361547 0 0,000411338 0,000478703 0,000442552 0,0000277224 0 0,000250094 0,000250094 0,000250094 0 1 0,384221 0 1,07569 1,45129 1,2936 0,916291 0 0 0,62177 0,660896 0,565434 0,23233 0 1 0 1 0 1 1 8,98695 9,59791 9,33121 5,57218 3,75902 46 1322 1138 2438
g003040 0,527473 1 0,56685 0,1306 0 0,2 0,4 0,355556 0,0831479 0 1 0,465999 1 0,844451 0,0783951 0 0,222222 0 -0,142857 0,371429 0,4 0,377778 0,0118783 0 0,371429 0,4 0,385714 0,0142857 0 0,2 0,342857 0,311111 0,0593914 0 0,222222 2,40613 1,33123 1,75221 1,33123 0,693147 1,33123 1,39007 0,848571 0,640121 0,848571 0 0,848571 1 0 0 1 1 0 3,58352 5,41165 5,1582 2,66575 2,49245 35556 911 336 1721
g003041 0,17931 0,23545 0,208363 0,0187744 0 0,119497 0,320755 0,2 0,0346041 0 1 0,259868 1 0,358458 0,0998492 0 0,08125 0 -0,0341078 0,191405 0,225557 0,206214 0,00592348 0 0,194229 0,217982 0,206781 0,00472491 0 0,119497 0,150943 0,149686 0,00454617 0 0,11875 0,885072 1,45491 2,38358 1,43173 1,59429 3,11157 0,131426 0,229756 1,33514 0,149617 0,0854771 1,63828 0 1 1 1 1 0 5,07517 7,84149 7,87507 4,63651 3,23856 20000 1735 2103 1925
g003042 0 0 0 0 1 0,000541419 0,00216567 0,00192543 0,000310078 0 1 0,384615 1 0,679948 0,307444 0 0,0021645 0 0,324798 0,00108284 0,00216567 0,00195832 0,000192153 0 0,00108284 0,00203339 0,00164232 0,00036257 0 0,000541419 0,00108284 0,00108225 0,0000178017 0 0,404221 0 1,35535 0,696375 1,64193 1,02981 6,82763 0 0,634598 0,0773367 0,711186 0,43053 3,44515 1 0 1 0 0 0 7,52186 8,09743 6,62955 2,90966 3,71989 193 1537 2034 2121
g003043 0,237429 0,359563 0,297859 0,0248321 0 0,064803 0,104193 0,0842304 0,00574027 0 1 0,291673 1 0,646694 0,205073 0 0,0406091 0 0,00842343 0,0822437 0,0867582 0,0846182 0,000713482 0 0,0842073 0,0856879 0,0846207 0,000308267 0 0,064803 0,0660737 0,0660656 0,000100894 0 0,036802 1,58487 1,48758 1,03026 1,46566 1,98671 5,05374 0,0427839 0,00832541 0,00279909 0,200182 0,932534 2,59779 1 1 0 0 1 0 6,6695 10,1704 6,7368 2,87029 3,8665 8423 2506 1418 1071
g003044 0 0 0 0 1 0,002001 0,002001 0,002001 0 1 1 0,0552079 1 0,535015 0,273152 0 2 0 0 0,002001 0,002001 0,002001 0 1 0,002001 0,002001 0,002001 0 1 0,002001 0,002001 0,002001 0 1 0,48 0 0 1,03073 0 0 0 0 0 0,0299991 0 0 0 1 1 0 1 1 1 7,6009 8,29405 8,38619 4,69561 3,69058 200 1497 532 226
g003045 0 0 0 0 1 0,00759013 0,00759013 0,00759013 0 1 0,873106 -0,150943 1 0,444558 0,335226 0 0,00378788 0 0 0,00759013 0,00759013 0,00759013 0 1 0,00759013 0,00759013 0,00759013 0 1 0,00759013 0,00759013 0,00759013 0 1 0,5 0 0 1,0298 0 0 0 0 0 0,0410123 0 0 0 1 1 0 1 1 1 6,2691 6,96224 7,01464 4,18176 2,83288 759 1667 2043 135
g003046 0,496862 0,498195 0,49767 0,000388205 0 0,465488 0,52951 0,497594 0,00930214 0 0,500009 -1 1 0,0000555435 0,581714 0 0,101333 0 0,999788 0,497157 0,498372 0,497768 0,000171051 0 0,497575 0,497964 0,497768 0,0000695405 0 0,465488 0,472157 0,472152 0,00014703 0 0,00366667 1,21609 1,40056 1,02644 1,38384 1663 7,37499 0,511747 0,044658 0,00018631 0,00990381 0,0664366 3,67205 0 1 1 0 1 0 8,00637 14,6213 5,08473 1,8398 3,24493 49759 345 1053 171
g003048 0 0 0 0 1 0 0,0184874 0,000919294 0,00163447 0 1 0,304348 1 0,695919 0,204641 0 0,00503356 1 -0,182897 0,00168067 0,0184874 0,00417829 0,00395454 0 0,00189076 0,00442907 0,00294314 0,000859542 0 0 0,00336134 0,000648582 0,000835363 0 0,848993 0 3,53792 1,09503 2,19401 1,03051 0,978513 0 1,63634 0,210852 1,19363 0,351334 0,464628 1 1 0 1 1 1 6,39024 5,09375 7,34164 5,62201 1,71964 92 452 330 2455
g003050 0 0 0 0 1 0,00518135 0,0103627 0,0083812 0,00168442 0 1 0,384615 1 0,625461 0,300343 0 0,00775194 0 0,364624 0,00518135 0,0103627 0,00859151 0,000885922 0 0,00719325 0,00927855 0,00830643 0,000857143 0 0,00518135 0,00518135 0,00518135 0 1 0,418605 0 1,18583 0,787615 1,51076 0,916291 0 0 0,244335 0,368204 0,526196 0,217029 0 1 0 1 0 0 1 5,95842 6,43935 5,75972 2915 2,84472 838 64 1702 2252
g003051 1 1 1 0 1 1 1 1 0 1 1 0,00971971 1 0,369147 0,210338 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0,00952381 0 0 1,25027 0 0 0 0 0 0,393158 0 0 0 1 1 1 1 1 1 4,65396 8,6052 10007 7,04158 2,96539 100000 1498 1632 1676
g003052 0 0,333333 0,0444444 0,113312 0 0,0126582 0,0506329 0,0363924 0,00967651 0 1 0,00868401 1 0,315608 0,232489 0 0,05 0 0,0268275 0,021097 0,0506329 0,0388318 0,00538671 0 0,0362486 0,0396624 0,038026 0,0012121 0 0,0126582 0,0253165 0,0242089 0,00357679 0 0,45 1,8952 1,55036 1,41363 1,62693 1,09418 2,3537 1,14971 0,58346 0,664863 0,487624 0,15872 1,36601 1 0 1 0 0 0 4,38203 4,74493 16,4616 14,8332 1,62832 3639 2457 1664 567
g003054 0,214813 0,307545 0,253926 0,0239064 0 0,0209336 0,0392204 0,0311808 0,00150544 0 1 1 1 1 0 1 0,0137118 0 0,00419924 0,0302748 0,0321555 0,0312531 0,000147307 0 0,0309248 0,0313199 0,0311967 0,000100851 0 0,0209336 0,0240616 0,0240606 0,0000507503 0 0,0190041 1,21768 1,71981 0 2,13119 1,42076 8,16031 0,257519 0,0138872 0 0,383407 0,780505 4,07598 1 0 1 0 0 0 8,33255 12,5038 7,14752 2,4027 4,74482 3118 1087 241 307
g003055 0 0,333333 0,0555556 0,114531 0 0,000384172 0,00153669 0,00110826 0,000282637 0 1 0,0000315667 1 0,183428 0,14071 0 0,0015361 0 0,166397 0,000512229 0,00153669 0,00117096 0,0001757 0 0,00111188 0,00125588 0,00116809 0,00005434 0 0,000384172 0,000768344 0,000737805 0,000103921 0 0,432412 1,69431 1,54769 1,5693 1,54724 1,10345 2,45668 1,01852 0,527808 0,689347 0,461484 0,54931 1,41319 1 0 1 0 1 0 7,8648 8,23111 16,5188 13,1201 3,39869 111 871 1011 1045
g003056 0 0,047619 0,0185436 0,0175683 0 0,00601202 0,0440882 0,0200401 0,00592726 0 1 0,1 1 0,54548 0,288402 0 12 0 -0,0388254 0,0153641 0,0290581 0,0218627 0,00200481 0 0,0208194 0,0247161 0,0219194 0,000935412 0 0,00601202 0,0140281 0,0133868 0,00125727 0 284 0,962126 1,38853 1,01854 1,4909 1,80025 2,19837 0,289684 0,298503 0,0150707 0,193045 0,858601 1,15057 1 1 1 1 1 0 6,21461 7,82405 5,50365 2,06623 3,43742 2004 1435 239 1142
g003057 0,415751 0,583579 0,497461 0,0532353 0 0,251656 0,793756 0,385533 0,140472 0 1 1 1 1 0 1 0,0711313 0 0,873015 0,398573 0,510814 0,443721 0,0336675 0 0,398649 0,510814 0,42811 0,0194988 0 0,251656 0,259603 0,259588 0,00027191 0 0,260689 1,05344 1,4916 0 1158 2,1059 6,32988 0,509607 0,815288 0 0,684245 1,07693 3,15811 1 1 1 1 1 0 8,57282 15,4992 6,63682 1,14792 5,48891 38553 2472 1424 1906
g003059 0,19997 0,257743 0,219398 0,0125648 0 0,0739988 0,45473 0,137049 0,0725656 0 0,832792 -0,15 1 0,424746 0,346051 0 0,0258196 0 0,00198229 0,158125 0,207485 0,175024 0,00648608 0 0,168022 0,196129 0,175673 0,00421737 0 0,0739988 0,0739988 0,0739988 0 1 0,0261097 1,66327 2,05913 1,02828 1,86014 1,93179 0 0,601633 1,08026 0,000158821 0,811732 0,912508 0 1 1 1 1 1 1 8,14526 13,6097 7,01035 1,46979 5,54056 13705 2141 2018 2269
g003060 0 0,6 0,148016 0,212265 0 0 0,00640512 0,00299119 0,00305865 0 1 0,00980392 1 0,0192132 0,0497619 0 0,0048 1 0,347276 0,00464371 0,00640512 0,00607078 0,000473711 0 0,00480384 0,00640512 0,00568929 0,000599665 0 0 0,00320256 0,00159872 0,00159936 0 0,6272 1,04295 0,7365 5,09859 1,3798 0,869545 0,694049 0,592518 0,0984636 2,50569 0,756899 0,163848 0,00199367 1 1 1 0 0 1 7,1309 7,75577 12,4068 10,7403 1,66655 299 1641 1794 248
g003061 0 0 0 0 1 0,00200401 0,0240481 0,00501002 0,00318 0 1 0,1 1 0,54864 0,284257 0 8 0 -0,0109849 0,00300601 0,0200401 0,00728895 0,00282192 0 0,00642461 0,00935204 0,00749405 0,00105411 0 0,00200401 0,00400802 0,00324649 0,000972718 0 538 0 2,18342 1,0119 1,92443 1,09972 0,808475 0 1,02009 0,0399481 0,884797 0,555015 0,401759 1 1 0 1 1 0 6,21461 6,43775 5,65744 2,97197 2,68547 501 958 2284 1391
g003062 0,466738 0,467632 0,467121 0,000212238 0 0,445178 0,484095 0,466667 0,00509121 0 1 0,0270472 1 0,555288 0,112829 0 0,0869565 0 0,99987 0,466457 0,46701 0,466722 0,0000713943 0 0,46658 0,466877 0,466724 0,0000317826 0 0,445178 0,451438 0,451434 0,000107792 0 0,00270682 1,33163 1,39662 1,38369 1,3948 2,28299 7,64272 0,445237 0,00294387 0,293178 0,01646 0,534597 3,74134 1 0 0 0 1 0 8,68457 15,9137 7,34855 0,347803 7,00075 46667 1510 2202 1575
g003063 0 0,0277778 0,00154321 0,00636282 0 0,0031348 0,0282132 0,00940439 0,00544657 0 1 0,399038 1 0,531931 0,153092 0 0,0125 0 -0,0667779 0,00626959 0,0282132 0,0129095 0,00427461 0 0,0107759 0,0143305 0,0124946 0,000919197 0 0,0031348 0,00626959 0,00564263 0,00125392 0 0,49375 2,83667 1,67664 2,0565 1,63399 1,43535 1,44692 1,58526 0,792226 1,21293 0,672388 0,199576 0,916291 1 1 1 1 1 0 5,76832 6,17379 8,38772 6,06308 2,32465 940 1174 2308 1460
g003064 1 1 1 0 1 1 1 1 0 1 1 0,0222222 1 0,337905 0,364007 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0,00666667 0 0 1,09252 0 0 0 0 0 0,656965 0 0 0 1 1 1 1 1 1 5,01064 9,32143 5,97989 0,318798 5,66109 100000 1827 691 1789
g003065 0 0 0 0 1 0,00538358 0,00538358 0,00538358 0 1 1 0,000115241 1 0,123911 0,119716 0 0,00537634 0 0 0,00538358 0,00538358 0,00538358 0 1 0,00538358 0,00538358 0,00538358 0 1 0,00538358 0,00538358 0,00538358 0 1 0,483871 0 0 2,15254 0 0 0 0 0 1,01876 0 0 0 1 1 1 1 1 1 6,61204 7,30519 0,463808 -2,13759 2,6014 538 571 1099 198
g003067 0 0 0 0 1 0,00493218 0,00493218 0,00493218 0 1 1 0,00118133 1 0,161785 0,119782 0 0,00492611 0 0 0,00493218 0,00493218 0,00493218 0 1 0,00493218 0,00493218 0,00493218 0 1 0,00493218 0,00493218 0,00493218 0 1 0,482759 0 0 2,2392 0 0 0 0 0 1,00924 0 0 0 1 1 1 1 1 1 6,6995 7,39265 6,05607 3,21346 2,84261 493 472 1257 1986
g003068 0,506803 0,846702 0,681108 0,127824 0 0,254367 0,960699 0,499817 0,2179 0 0,787153 -0,270267 1 0,365016 0,366409 0 0,14831 0 -0,374265 0,496272 0,753306 0,634227 0,09583 0 0,496272 0,747971 0,579673 0,0800794 0 0,254367 0,324236 0,312468 0,0163233 0 0,480916 0,839443 1,06157 1,03021 0,75238 1,36441 1,48063 0,322535 0,434832 0,00208388 0,00046224 0,807865 0,786822 1 1 0 1 1 0 6,82111 12,2545 6,76027 2,60198 4,15828 49982 1749 1085 2122
g003069 0 0,5 0,0698413 0,141386 0 0,00218341 0,00655022 0,00440491 0,000657758 0 1 0,00001 1 0,14766 0,354632 0 0,00436205 0 0,122194 0,00327511 0,00573144 0,00449005 0,000364678 0 0,00327511 0,00463396 0,00417278 0,00047853 0 0,00218341 0,00327511 0,00325963 0,00012906 0 0,374046 1,84192 1,44052 1,78334 1,58944 1,30609 4,24209 1,06585 0,0726426 1,0944 0,343064 0,729837 2,22127 1 1 1 1 0 0 6,82111 7,52294 14,3801 11,8537 2,52638 440 696 1830 153
